biped forward falls,0.1357886905,0.1525297619,0.2593005952,0.3485863095,0.3348214286,0.4148065476,0.4371279762,0.4248511905,0.439360119,0.4966517857,0.7641369048,0.9360119048,0.920014881,1,1,0.9575892857,1,1,1,1,1,1,0.9561011905,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oracle,0.8491443452,0.8407738095,0.794828869,0.7436755952,0.7384672619,0.7116815476,0.6888020833,0.7075892857,0.705171131,0.6755952381,0.5401785714,0.4514508929,0.4642857143,0.4095982143,0.4235491071,0.4375,0.4391741071,0.4287574405,0.4215029762,0.4241071429,0.4224330357,0.4306175595,0.4587053571,0.4250372024,0.4376860119,0.4162946429,0.4215029762,0.4211309524,0.4045758929,0.3949032738,0.4146205357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biped forward falls SM,0.140625,0.1919642857,0.3459821429,0.4802827381,0.8459821429,0.9821428571,1,0.9598214286,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biped forward falls SM,0.154389881,0.2726934524,0.4017857143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ours,0.8524925595,0.767671131,0.6261160714,0.259858631,0.0770089286,0.0089285714,0,0.0200892857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biped falls ICM,0.04780505952,0.04538690476,0.04389880952,0.06138392857,0.05505952381,0.05078125,0.05654761905,0.06026785714,0.0587797619,0.05822172619,0.0584077381,0.0584077381,0.05561755952,0.05561755952,0.05654761905,0.06677827381,0.05617559524,0.06380208333,0.06026785714,0.05580357143,0.05970982143,0.07421875,0.05580357143,0.07273065476,0.05970982143,0.05822172619,0.05561755952,0.05859375,0.06212797619,0.05970982143,0.0623139881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biped falls ICM,0.06696428571,0.06287202381,0.06417410714,0.07273065476,0.06696428571,0.06994047619,0.06752232143,0.06026785714,0.05208333333,0.05301339286,0.05431547619,0.05357142857,0.05357142857,0.05357142857,0.05133928571,0.05282738095,0.05375744048,0.05245535714,0.05654761905,0.05319940476,0.05431547619,0.05319940476,0.07254464286,0.05282738095,0.05338541667,0.05226934524,0.05431547619,0.05264136905,0.05245535714,0.05226934524,0.05766369048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biped falls ICM,0.0509672619,0.05784970238,0.05133928571,0.05264136905,0.05859375,0.07366071429,0.06584821429,0.06529017857,0.0701264881,0.0744047619,0.07775297619,0.07366071429,0.07868303571,0.07775297619,0.07607886905,0.07849702381,0.07738095238,0.07514880952,0.07254464286,0.07366071429,0.07180059524,0.06789434524,0.07496279762,0.0740327381,0.07719494048,0.07775297619,0.08407738095,0.07905505952,0.08091517857,0.08277529762,0.08649553571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fallen ICM,0.9447544643,0.9446304563,0.9468625992,0.9377480159,0.9397941468,0.9352058532,0.9366939484,0.9380580357,0.9396701389,0.9381200397,0.9365079365,0.9381200397,0.9373759921,0.9376860119,0.9386780754,0.9339657738,0.937562004,0.9361979167,0.9368799603,0.9391121032,0.9380580357,0.9348958333,0.9322296627,0.9334697421,0.9365699405,0.9372519841,0.9353298611,0.9365699405,0.9348338294,0.9350818452,0.9311755952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biped reward + SMiRL,0.3231618545,0.3707032693,0.4090790295,0.4384451416,0.5559661191,0.6080335708,0.6007891271,0.6681081396,0.6551419259,0.6380541716,0.8317897418,0.9463426684,0.9619689165,0.9214684446,0.9489475013,0.9556638165,0.9619981929,0.9499983374,0.924671571,0.957795116,0.9585692458,0.9535229016,0.9739560295,0.9730554871,0.9737928237,0.9486549198,0.9688481019,0.9716455278,0.9673052074,0.9688660975,0.972359165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biped reward + SMiRL,0.2951329086,0.4254267398,0.570976717,0.5527846344,0.6786806147,0.8310386453,0.8221093538,0.8539613833,0.8708575389,0.8980638856,0.8834089046,0.8792357266,0.8931225996,0.9379175744,0.9364124054,0.9612501666,0.9542805321,0.9479500737,0.943114299,0.9690403312,0.9484783964,0.9568554525,0.9574803546,0.9393270678,0.965216886,0.9789129057,0.937422699,0.9614526541,0.9369944427,0.9441985125,0.935900248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biped reward + SMiRL,0.3091473816,0.3980650045,0.4900278733,0.495614888,0.6173233669,0.719536108,0.7114492405,0.7610347614,0.7629997324,0.7680590286,0.8575993232,0.9127891975,0.9275457581,0.9296930095,0.9426799533,0.9584569916,0.9581393625,0.9489742056,0.933892935,0.9634177236,0.9535238211,0.955189177,0.965718192,0.9561912775,0.9695048549,0.9637839128,0.9531354004,0.9665490909,0.9521498251,0.956532305,0.9541297065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biped reward,0.3333667979,0.3768056316,0.3268467726,0.3750663011,0.3929823406,0.4682075732,0.4374091094,0.4295917264,0.5248409639,0.5566573409,0.3796580111,0.3961090127,0.4797999043,0.4150920506,0.3712842821,0.3782547145,0.3668786406,0.3970774123,0.3922466151,0.3918300429,0.4091077826,0.4138311664,0.3896231754,0.5153455869,0.5023795863,0.4649762321,0.4530223692,0.4652491787,0.4829624171,0.4677110085,0.4865985528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biped reward,0.3038950189,0.3286811555,0.3993226114,0.5181519925,0.5330006204,0.5983461285,0.6048998195,0.5858810139,0.5677630879,0.6766031638,0.8176686504,0.9253940024,0.9201380734,0.9757667065,0.9754662963,0.9734661226,0.9736762651,0.9779104492,0.977151102,0.9814419474,0.9813549947,0.984921823,0.9597533348,0.9808193754,0.9865048298,0.98774606,0.982443591,0.978267372,0.9866348202,0.9906937349,0.9890084232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biped reward,0.3186309084,0.3527433935,0.363084692,0.4466091468,0.4629914805,0.5332768509,0.5211544645,0.5077363702,0.5463020259,0.6166302524,0.5986633308,0.6607515075,0.6999689889,0.6954293786,0.6733752892,0.6758604186,0.6702774528,0.6874939308,0.6846988585,0.6866359951,0.6952313886,0.6993764947,0.6746882551,0.7480824812,0.744442208,0.7263611461,0.7177329801,0.7217582753,0.7347986187,0.7292023717,0.737803488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biped reward ICM,0.2633885021,0.2321498221,0.289657134,0.2200309341,0.2332084406,0.2340288388,0.2702441892,0.2832503608,0.2638432951,0.2731289582,0.2467580303,0.2287219191,0.2636523387,0.306944296,0.2947775198,0.2953535263,0.2756108498,0.2832875086,0.2804479626,0.2746223754,0.3032334018,0.2738553062,0.280511497,0.3029345746,0.2971501356,0.3036443108,0.2793209075,0.2844440599,0.2910159081,0.3091464783,0.3043395985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biped reward ICM,0.2100614889,0.2468746653,0.1860598367,0.2451265672,0.212952863,0.2105152958,0.2147965621,0.2124076901,0.211715157,0.2151708497,0.2709647941,0.2665607678,0.218560333,0.2181884953,0.2118262522,0.2269321519,0.2062757453,0.2119160715,0.2447622661,0.2662037927,0.2503937336,0.2016274541,0.3052984632,0.2787590196,0.2957943308,0.331689049,0.3372451186,0.266968604,0.2684636004,0.2507738248,0.2679490688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biped reward ICM,0.2684095837,0.4359751061,0.3139120834,0.3042639058,0.2847420223,0.2638692911,0.2536082173,0.2708698589,0.2670636834,0.2683274068,0.2634233572,0.2644918511,0.2803976085,0.2774753965,0.2686047149,0.2525277707,0.2707794242,0.2677669577,0.2808009385,0.2652832635,0.2906358912,0.2860152517,0.3025391477,0.2965845695,0.2986553743,0.2343127034,0.2516789896,0.2560487144,0.3353219364,0.3118962059,0.3827529307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r_{task} + ICM,0.2472865249,0.3049998645,0.2632096847,0.2564738023,0.243634442,0.2361378086,0.2462163228,0.2555093033,0.2475407119,0.2522090716,0.2603820605,0.2532581794,0.2542034267,0.2675360626,0.258402829,0.2582711496,0.2508886731,0.2543235126,0.2686703891,0.2687031439,0.2814210089,0.2538326707,0.2961163693,0.2927593879,0.2971999469,0.2898820211,0.2894150052,0.2691537928,0.2982671483,0.290605503,0.3183471993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biped falls SM no expert,0.04910714286,0.1008184524,0.1274181548,0.1391369048,0.1343005952,0.1156994048,0.1339285714,0.181733631,0.1443452381,0.216703869,0.1748511905,0.2739955357,0.7191220238,1,1,0.8530505952,1,0.9587053571,0.9559151786,0.9557291667,0.9918154762,1,1,0.954985119,0.9495907738,1,0.9579613095,0.8303571429,1,1,0.8660714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biped falls SM no expert,0.06584821429,0.1214657738,0.1099330357,0.1045386905,0.1359747024,0.1264880952,0.1393229167,0.1279761905,0.1452752976,0.1456473214,0.1441592262,0.146577381,0.1783854167,0.2215401786,0.6770833333,0.6123511905,0.4352678571,0.8033854167,0.8736979167,0.7446056548,0.95703125,0.9334077381,0.8348214286,0.9183407738,0.8668154762,0.9213169643,1,0.6212797619,0.9188988095,0.62890625,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biped falls SM no expert,0.07198660714,0.08203125,0.1011904762,0.1283482143,0.1261160714,0.1233258929,0.17578125,0.1207217262,0.1318824405,0.1203497024,0.1337425595,0.1214657738,0.1311383929,0.1370907738,0.13671875,0.1586681548,0.1512276786,0.1886160714,0.1796875,0.1705729167,0.1945684524,0.1869419643,0.1705729167,0.1819196429,0.2228422619,0.2965029762,0.4657738095,0.4224330357,0.4577752976,0.408296131,0.7514880952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biped falls SM no expert,0.9376860119,0.8985615079,0.8871527778,0.8759920635,0.8678695437,0.8781622024,0.8503224206,0.8565228175,0.8594990079,0.8390997024,0.8490823413,0.8193204365,0.6571180556,0.5471230159,0.3953993056,0.4586433532,0.4711681548,0.3497643849,0.3302331349,0.3763640873,0.2855282738,0.2932167659,0.3315352183,0.3149181548,0.320250496,0.2607266865,0.1920882937,0.3753100198,0.2077752976,0.3209325397,0.1274801587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biped reward SM no expert,0.2750829881,0.2839892601,0.4512059884,0.4071083424,0.3797359059,0.4139169801,0.4266320786,0.4161545333,0.4156836956,0.4546010444,0.4364123846,0.512793456,0.7151397676,0.9403178321,0.8727704666,0.8163469634,0.9066628,0.8969671181,0.9399107827,0.919008687,0.9466057742,0.8668358659,0.8865169824,0.9002354,0.9369489496,0.91885553,0.8563741739,0.8197207187,0.9461806643,0.9405605548,0.869682751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biped reward SM no expert,0.2721570359,0.3608245621,0.2991182994,0.3617965107,0.3474316206,0.3484046535,0.3188947616,0.3537513893,0.3327555453,0.2904509314,0.3207171211,0.3251215487,0.3492267658,0.3852525294,0.6943396015,0.5166567315,0.5917013432,0.780101237,0.8417917247,0.6903585893,0.8037125255,0.7815444054,0.7549684165,0.8338113476,0.7705800036,0.8755524974,0.917050562,0.6501405975,0.8672769427,0.7241242095,0.9380332933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biped reward SM no expert,0.3012743872,0.2572112611,0.2702649847,0.307921909,0.3052602092,0.3260609751,0.3813142247,0.3624610673,0.320685448,0.3029395763,0.3613515262,0.3205037063,0.3670253626,0.3622625566,0.3205772931,0.3524460737,0.3573425568,0.3901654881,0.3371870863,0.3547736545,0.3673943077,0.362786812,0.3498566476,0.3590392687,0.328839978,0.5284090337,0.618042621,0.5605054728,0.5979045504,0.5667567721,0.8072194955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biped reward SM no expert,0.282838137,0.3006750278,0.3401964242,0.358942254,0.3441425786,0.3627942029,0.3756136883,0.3774556633,0.3563748963,0.3493305174,0.3728270106,0.3861395704,0.477130632,0.5626109727,0.6292291204,0.5618165895,0.6185689,0.6890779477,0.7062965313,0.6547136436,0.7059042025,0.6703890278,0.6637806822,0.6976953388,0.6787896437,0.7742723537,0.7971557856,0.6767889296,0.8037873858,0.7438138455,0.8716451799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHRL Scenario Space (Mall),-1.770344366,-8.88019857,-4.549636718,-6.139386347,-0.1133799036,-2.103874386,0.04406150185,-0.01081617015,0.04699524206,0.1067293518,-2.281779455,0.04241016123,0.1525327031,0.2297994853,-1.747877316,0.2728754457,-4.367190861,-3.250753403,-4.605240467,0.3119218707,-0.3271992703,0.430740839,0.2913524249,0.4561247094,-0.6713929313,-1.559321009,0.4375051469,-2.411471685,-0.737048483,0.4838926347,-0.3759789045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHRL Scenario Space (Mall),-8.521926839,-8.873895935,-0.1319567478,-2.307794016,-2.481420885,-0.08709977456,-0.04270957862,-0.06049615977,0.04816708434,-1.957542295,0.1857717412,-2.043720355,0.2086023933,-1.810190314,0.09122488375,0.313651882,0.2890410906,0.2667169586,-0.1468216304,-2.199651635,-3.610499711,-1.304477184,0.2049977234,-4.369301161,-2.656626639,-3.060498077,-4.426582403,-1.800640418,-3.727431382,-1.744935311,-0.2474280083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHRL Scenario Space (Mall),-11.53520779,-11.18486245,-8.443511469,-8.088270744,-10.76066671,-2.086520022,-0.1409783515,-2.132175046,-2.189827392,-1.858589465,-0.07912327448,-2.054182415,-2.194799354,-0.04238080518,0.02405357756,-0.04037207773,-2.112841134,-4.334230581,-1.818951315,0.0310449533,0.0418413986,-2.1964623,-2.322463027,-2.338094833,-4.089419965,-0.04438119945,0.137022211,-4.312147028,-1.950071848,-2.247971411,-1.213869716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHRL Scenario Space (Mall),-6.500641383,-8.519005046,-8.928578744,-2.212548055,-4.35332828,-8.560334811,-0.1735922878,-4.374652176,-4.782676444,-0.005886216295,-2.317475528,-2.353235915,-0.1345311942,-1.954408183,0.09735312018,-0.0703042249,-2.364262143,0.02582553472,-1.984363872,0.03381081822,-2.838953873,0.2478603673,0.2257295643,0.3049664594,-2.490371195,-0.3622961203,-1.919685672,-4.870300259,-1.602279291,-5.051629781,-2.138708453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPO Mall,-20.65736076,-20.62171233,-20.63807973,-20.59481301,-20.58955521,-20.58518085,-20.60718188,-20.59566526,-20.5810518,-20.57080454,-20.58899186,-20.57745299,-20.57891832,-20.55582693,-20.5665347,-20.54881531,-20.51591769,-20.50809268,-20.49946201,-20.52495359,-20.50474278,-20.49651702,-20.49613693,-20.51628733,-20.47347893,-20.45673612,-20.51329213,-20.48182202,-20.47423555,-20.48505612,-20.44508111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
